DateTime,Geopolitics,Climate Policy,New Energy,Green Bond,Carbon Price,Crude Oil,Natural Gas,Coke
2018-03-27,0.29718666092641216,0.36523422769645497,0.013552740401228457,0.001334117288788984,0.05153594737761313,0.016636502575102574,0.01684492796373455,0.025382505370247523
2018-03-28,0.09900312335346856,0.33236743248496947,0.01444511955552956,0.0012102091343502302,0.055961462537201044,0.017790190627215798,0.017084270556532315,0.023922761561216987
2018-03-29,0.09900312335346856,0.29236556441622896,0.014735031751112538,0.0011119620559528844,0.05283090570472504,0.021484921776531038,0.015336694513305911,0.033848084118811614
2018-03-30,0.09900312335346856,0.2711975643620257,0.01448604133145253,0.0010144205210898146,0.050007412672038336,0.02121808296645363,0.014083138552724606,0.02890829459160908
2018-04-02,0.09900312335346856,0.28672071404289506,0.014484280415719466,0.0009311668960215162,0.04728502792654358,0.019951599365876684,0.013803170696100145,0.028710893439451157
2018-04-03,0.25499024192257524,0.2971460278067699,0.014269676380960633,0.0009332011543446516,0.04532221352999347,0.01893868267157344,0.016984267706271636,0.03176302374157614
2018-04-04,0.25499024192257524,0.34707890136867414,0.014468992227574124,0.0008718175054220182,0.042928220885757866,0.021809185627467195,0.016773406534179705,0.02610907698304979
2018-04-09,0.25499024192257524,0.31628681344796467,0.014382881231034698,0.0008156278891501602,0.045258214802228754,0.020126732613576753,0.015251274927159867,0.024156204425907442
2018-04-10,0.25499024192257524,0.5582034228026491,0.0141463180713081,0.0009638011281967836,0.04286876205037573,0.018592252914698987,0.014697426713569769,0.02353877054879822
2018-04-11,0.25499024192257524,0.5702903179103178,0.013990320848271103,0.0008848550615597381,0.040650024951442244,0.020000972329307143,0.013791075121813918,0.02335035706228634
2018-04-12,0.25499024192257524,0.765474292701495,0.013830282889902457,0.0008167683462381848,0.05089763495951926,0.02010467042612505,0.01281158177237781,0.023293535861418628
2018-04-13,0.25499024192257524,0.5624410489053834,0.013869582599859086,0.0007604415868800325,0.05679484695710708,0.019391383966307477,0.012076017699312765,0.023276462460668224
2018-04-16,0.25499024192257524,0.4328261127997507,0.013661703830310573,0.0007109942731711402,0.05360781317120521,0.017911854470497646,0.011548028839378784,0.023271338000148037
2018-04-17,0.25499024192257524,0.35240716313685166,0.013599547206740167,0.0007389807441342332,0.05160624658576713,0.016806423148495384,0.011481084609020396,0.023269800442626557
2018-04-18,0.25499024192257524,0.374862680572705,0.014394796117572424,0.0006952064872337537,0.0493556779817303,0.016288284313748975,0.011123909890950915,0.02326933915576674
2018-04-19,0.25499024192257524,0.3315059186639792,0.01460899477025032,0.0025491150874209167,0.046745795062605955,0.015544885130656078,0.011191185366234336,0.02660370970235848
2018-04-20,0.25499024192257524,0.3008315695866446,0.014622428873455311,0.0022887173848750468,0.046453130125005765,0.01943934434944256,0.01095183548386994,0.02469929856421794
2018-04-23,0.25499024192257524,0.3001432127399107,0.01501580571346244,0.0020595558160410236,0.04397917215146965,0.017977230216171376,0.010767684759641979,0.023818096571449145
2018-04-24,0.25499024192257524,0.3368318078626698,0.014784511916058453,0.0018630785076005345,0.04176484226437014,0.01730370987456772,0.011489486291218596,0.023724019143578592
2018-04-25,0.25499024192257524,0.29669266890724194,0.01530376903432101,0.0016887854837103011,0.039685580505845856,0.016828151896827147,0.011120086821511915,0.024618751723133686
2018-04-26,0.25499024192257524,0.27561391598977236,0.015099346839615635,0.0015356980665030538,0.037932881546255265,0.016047718413324155,0.010849789159866825,0.024092228423623623
2018-04-27,0.25499024192257524,0.407782127952023,0.01564344598597954,0.0013972411423074653,0.036835877393807975,0.015967052536867365,0.010646963550996376,0.023725611725359322
2018-05-02,0.25499024192257524,0.3354019807745264,0.015345619505914471,0.0012745882165459495,0.035262224521795345,0.015538204132170589,0.010509886337274496,0.02385811789481901
2018-05-03,0.6689478094031717,0.31093480173363464,0.0150604899334835,0.0011624589740769826,0.033808378543700494,0.015104195637298007,0.01788265218365963,0.024715461423920695
2018-05-04,0.6689478094031717,0.3959408350183527,0.014964400097040425,0.0010632124052234865,0.036095891677227314,0.014712592036713589,0.016127712355372584,0.026132044796011656
2018-05-07,0.6689478094031717,0.36909549944768316,0.014703406121401403,0.0009722589421539001,0.03511023715249529,0.01460655303287436,0.015449735806889004,0.024689448941540574
2018-05-08,0.6689478094031717,0.3127759164086463,0.015657605956411927,0.0008949520747785245,0.042687696013419436,0.01673794134136825,0.01760291270278111,0.023704524058485398
